kaupverd;teg_eign;byggar;birtm2;matssvaedi
46200;Parhús;2006;175.8;600
23700;Íbúðareign;1983;69;220
29000;Íbúðareign;1963;137.6;91
29800;Íbúðareign;1992;95.2;130
38500;Íbúðareign;1948;135.6;100
48750;Parhús;2015;156.5;6010
29200;Íbúðareign;2008;115;6010
19000;Einbýlishús;1846;93.3;6020
33000;Íbúðareign;2006;128;2050
25800;Íbúðareign;1959;75.4;100
28800;Íbúðareign;1956;96.1;100
32800;Íbúðareign;1943;82.5;90
36000;Einbýlishús;1968;104.3;170
35000;Íbúðareign;1996;75.6;330
18400;Íbúðareign;1966;51.2;200
63000;Íbúðareign;2007;232;351
29000;Íbúðareign;1988;100.4;120
38900;Íbúðareign;1997;145.2;330
40000;Íbúðareign;2013;127.7;600
35000;Íbúðareign;1976;145.1;150
37500;Íbúðareign;2002;112.6;840
28700;Íbúðareign;2004;89.4;180
8700;Íbúðareign;1967;23.3;200
50000;Íbúðareign;1928;103.7;25
25500;Íbúðareign;1947;73.1;70
19800;Íbúðareign;1968;71.9;170
26500;Íbúðareign;2003;65;840
23550;Íbúðareign;1958;72.2;100
23000;Íbúðareign;1989;64.4;330
29000;Íbúðareign;1995;139.6;340
27500;Íbúðareign;1936;66.7;20
41800;Íbúðareign;1995;148.5;330
26300;Íbúðareign;1973;75.1;320
33000;Íbúðareign;1922;82.9;11
51700;Íbúðareign;2014;130.4;90
30350;Íbúðareign;2015;90.1;680
37000;Íbúðareign;2003;134.8;630
32300;Íbúðareign;1998;101;340
28000;Íbúðareign;1956;69.4;70
24000;Íbúðareign;1964;59.2;91
54000;Einbýlishús;1973;253.4;160
36250;Íbúðareign;1956;91.4;72
35300;Íbúðareign;2003;125.6;180
26500;Íbúðareign;1932;52;25
38000;Íbúðareign;1992;109.9;100
30000;Íbúðareign;1908;73.1;20
79900;Einbýlishús;2008;249.7;511
24400;Íbúðareign;1967;115.4;6040
43000;Íbúðareign;1981;177.6;6040
15900;Íbúðareign;2007;76.5;2040
68000;Raðhús;1975;247;400
27200;Íbúðareign;1974;114.4;160
19500;Íbúðareign;1973;63.6;160
27700;Íbúðareign;1981;91.3;150
29900;Íbúðareign;1951;81.8;284
31500;Íbúðareign;1987;87.2;500
51500;Raðhús;2006;202.1;810
60200;Einbýlishús;1982;258;150
22400;Íbúðareign;2008;90.1;2040
9700;Íbúðareign;1977;66.5;2040
12050;Einbýlishús;1955;88.7;2050
33500;Íbúðareign;2004;104.5;270
42000;Einbýlishús;1973;196.2;6030
30800;Íbúðareign;1960;160.2;6030
28800;Raðhús;1974;126.4;6030
39000;Einbýlishús;1968;146.8;6030
14800;Íbúðareign;1948;30.9;600
21500;Íbúðareign;1955;65.7;600
23500;Íbúðareign;1976;79.6;160
45500;Einbýlishús;1988;150.6;800
65000;Einbýlishús;1968;277.1;100
30000;Íbúðareign;1959;114.9;100
30400;Íbúðareign;1971;112.9;320
29500;Íbúðareign;1954;57.7;90
20000;Íbúðareign;1974;71.8;161
21950;Íbúðareign;2008;91.4;2040
28600;Íbúðareign;1976;123.8;600
47000;Einbýlishús;1955;175.6;500
37700;Íbúðareign;2007;126.5;351
31500;Íbúðareign;1996;118.3;130
65500;Einbýlishús;1997;190.8;130
35500;Íbúðareign;2005;118.5;270
21000;Íbúðareign;1969;43;280
42500;Íbúðareign;1957;125.7;100
24000;Íbúðareign;1970;80.7;170
20500;Íbúðareign;1971;66.6;170
40000;Íbúðareign;1957;125;80
46000;Íbúðareign;2006;124.6;270
24500;Íbúðareign;1989;79.8;6030
35300;Íbúðareign;2006;109.8;840
35000;Íbúðareign;1966;126.3;320
24250;Íbúðareign;1975;89.9;150
27100;Íbúðareign;1945;73.7;100
33700;Íbúðareign;1956;113.4;80
36500;Íbúðareign;2004;116.9;270
17000;Íbúðareign;1951;57.7;100
32000;Íbúðareign;1973;103.9;320
28500;Íbúðareign;1947;75.7;80
49000;Einbýlishús;2014;218.1;630
42500;Parhús;1966;101;72
39500;Íbúðareign;1943;105.1;20
36000;Íbúðareign;1965;157.3;600
37300;Íbúðareign;1954;82.8;20
29900;Íbúðareign;1944;73.6;90
47500;Einbýlishús;1980;251.4;160
56000;Íbúðareign;2015;113.3;320
26900;Íbúðareign;1979;72.8;320
33000;Íbúðareign;2000;100.9;140
23900;Íbúðareign;1938;50.6;90
44000;Íbúðareign;1958;175.5;320
21000;Íbúðareign;1960;47.6;100
27000;Íbúðareign;1994;81.9;130
32600;Íbúðareign;1979;113;160
41999;Íbúðareign;1960;131.2;100
39400;Einbýlishús;1981;191.2;2050
25000;Einbýlishús;1955;88;2050
26000;Raðhús;1960;171.3;2050
42500;Einbýlishús;1984;183.5;2050
35700;Einbýlishús;1982;191.8;2050
35000;Raðhús;2005;156;2040
31700;Parhús;1999;139.9;2040
57500;Raðhús;2006;209;130
26500;Íbúðareign;1974;90.1;150
32300;Íbúðareign;1961;102.8;283
23700;Íbúðareign;1961;77.2;283
25000;Íbúðareign;1975;93;150
31500;Íbúðareign;1996;79.3;650
50000;Einbýlishús;1993;149.1;130
37500;Íbúðareign;2015;113.6;351
25500;Íbúðareign;1968;89.4;600
27200;Íbúðareign;2001;94.3;640
58500;Íbúðareign;2002;199.3;180
55700;Íbúðareign;2014;131.6;90
24500;Íbúðareign;1982;73.7;320
15485;Íbúðareign;1946;31.4;660
28000;Íbúðareign;2004;84;180
37000;Íbúðareign;1963;146.4;320
47500;Íbúðareign;2014;126.4;90
39500;Íbúðareign;2004;116.4;510
40000;Íbúðareign;1995;101.5;500
21000;Íbúðareign;1968;77.4;170
50500;Íbúðareign;2007;163.3;350
31500;Íbúðareign;2006;84.6;270
31100;Íbúðareign;1965;81.5;72
44000;Íbúðareign;1968;139.1;280
29500;Íbúðareign;1965;109.9;600
24500;Íbúðareign;1967;90.4;200
30500;Íbúðareign;1949;78.8;100
17600;Íbúðareign;1970;45.7;170
22500;Íbúðareign;1966;71.1;100
28500;Íbúðareign;2011;76.9;181
54500;Raðhús;1984;172.9;650
55000;Íbúðareign;2014;103.5;20
35000;Íbúðareign;1949;99.6;100
26000;Íbúðareign;1957;62.4;11
26500;Raðhús;1991;161.9;2040
39000;Einbýlishús;1998;218.9;2040
23500;Íbúðareign;1948;70;100
31000;Íbúðareign;1984;105.9;220
38500;Íbúðareign;1968;159.6;600
26500;Íbúðareign;1974;60.5;283
29340;Íbúðareign;2015;64.9;300
26000;Íbúðareign;1955;113.6;6030
25800;Íbúðareign;1944;68.3;80
36000;Íbúðareign;1974;117.3;283
25000;Íbúðareign;1972;86.2;320
22900;Íbúðareign;1969;60.1;320
45000;Íbúðareign;1984;118.3;85
32400;Íbúðareign;1948;77.7;72
19500;Íbúðareign;1947;80.1;600
58500;Raðhús;2005;208.3;130
23400;Íbúðareign;1995;62.4;620
42000;Íbúðareign;2004;120.7;510
36000;Íbúðareign;1984;133.5;220
28500;Íbúðareign;2005;103.9;630
20500;Íbúðareign;1992;49.9;600
28500;Íbúðareign;1994;93;130
55500;Raðhús;2008;244.2;820
34300;Íbúðareign;2015;109.2;680
21500;Íbúðareign;1958;92.6;6030
25750;Íbúðareign;1953;54.7;100
22000;Íbúðareign;1961;63.5;283
31000;Íbúðareign;1968;129.4;600
37500;Íbúðareign;1990;112.1;200
31000;Íbúðareign;1964;103.9;91
52000;Einbýlishús;1984;220.6;700
28900;Íbúðareign;2004;83.7;180
57000;Raðhús;2002;202.5;180
28700;Íbúðareign;1950;37.8;70
33400;Íbúðareign;1993;112.7;130
52000;Raðhús;1995;166.3;130
24850;Íbúðareign;1943;73.3;100
27300;Íbúðareign;1986;86.8;220
31000;Íbúðareign;1955;111.2;80
17000;Íbúðareign;1973;87.3;2050
14300;Íbúðareign;1959;111.9;2050
13500;Íbúðareign;1980;73.4;2040
34800;Íbúðareign;1988;113;120
25850;Íbúðareign;1949;50.9;80
29500;Íbúðareign;1994;119;400
25600;Íbúðareign;1990;49;90
54000;Raðhús;2005;185.7;180
37500;Íbúðareign;1967;92.2;72
39200;Íbúðareign;2013;116.1;600
43200;Íbúðareign;1965;133.8;72
29200;Íbúðareign;1999;84.1;840
47200;Raðhús;1991;119.8;100
26900;Íbúðareign;2000;78.4;340
53500;Raðhús;1978;194;500
25000;Íbúðareign;1969;92.8;600
48000;Íbúðareign;2014;129.8;90
34900;Íbúðareign;1991;126.1;120
41000;Íbúðareign;2015;140;630
22200;Íbúðareign;1973;87.4;160
29000;Íbúðareign;1974;132.3;161
25700;Íbúðareign;1949;69.7;80
24500;Íbúðareign;1975;98.6;150
23250;Íbúðareign;2003;87.8;6080
23100;Íbúðareign;2001;83.2;6080
27900;Íbúðareign;2007;151.1;2040
60000;Einbýlishús;1986;216;650
74000;Íbúðareign;2014;172.7;90
23000;Íbúðareign;1959;87.8;600
14500;Íbúðareign;1969;67.5;800
25700;Íbúðareign;1967;54.9;72
36500;Íbúðareign;1958;132.9;600
22300;Íbúðareign;1973;73.2;170
32000;Íbúðareign;1942;80.6;90
63100;Einbýlishús;1967;237.4;560
29600;Íbúðareign;1976;97;150
30000;Íbúðareign;2002;94.9;640
24200;Íbúðareign;1932;62.1;660
44800;Íbúðareign;2015;144.8;351
92000;Einbýlishús;1982;322.8;72
32500;Íbúðareign;1997;94.4;840
52300;Íbúðareign;1962;184.9;100
39500;Íbúðareign;1959;107.3;281
29000;Íbúðareign;1948;71.3;80
61900;Íbúðareign;2015;167.5;550
39000;Íbúðareign;2008;129.8;351
41400;Íbúðareign;2015;120.1;550
18600;Íbúðareign;1951;42.1;400
44900;Íbúðareign;1983;138.3;85
10300;Íbúðareign;1980;68;2050
29600;Raðhús;2006;135.4;2040
13666;Íbúðareign;1976;64;2050
38500;Íbúðareign;2015;114;500
39900;Íbúðareign;2015;121.5;500
32000;Íbúðareign;1956;86.9;70
36000;Íbúðareign;1994;101.8;400
38500;Einbýlishús;2002;257.7;290
36000;Íbúðareign;1926;82.4;20
20300;Íbúðareign;1978;55.1;160
52000;Einbýlishús;2006;258.7;630
33800;Íbúðareign;1967;99.7;80
28700;Íbúðareign;1998;79.4;650
34800;Íbúðareign;2015;117.1;630
60000;Einbýlishús;1978;376.9;600
27500;Íbúðareign;1956;103;100
63000;Einbýlishús;1968;241.1;170
41500;Íbúðareign;1988;162.8;330
38000;Íbúðareign;2005;115.4;351
16100;Íbúðareign;1938;79.3;600
25100;Íbúðareign;1992;61.2;600
28800;Íbúðareign;1993;91.4;650
24500;Íbúðareign;1967;93.2;600
25000;Íbúðareign;1976;114.5;600
44500;Íbúðareign;2015;139.7;351
23000;Íbúðareign;1995;79.5;650
42000;Íbúðareign;1986;164;330
35000;Íbúðareign;2004;94.4;510
56000;Íbúðareign;1961;122.5;70
22900;Íbúðareign;1973;83;161
25800;Íbúðareign;1960;94.5;600
22600;Íbúðareign;1943;54.3;72
46900;Íbúðareign;2014;125.7;90
42500;Raðhús;1987;189.6;200
30000;Parhús;1945;80.7;281
39000;Íbúðareign;1928;88.6;20
38000;Íbúðareign;1997;132.2;330
37900;Íbúðareign;2002;109.9;640
29500;Íbúðareign;2006;93.1;180
73500;Einbýlishús;1982;288;320
54000;Íbúðareign;1961;134.5;100
36900;Íbúðareign;1993;95.7;150
30900;Íbúðareign;1962;79.5;100
34500;Íbúðareign;1930;85.6;20
27500;Raðhús;1995;129.2;2050
12000;Íbúðareign;1958;115.7;2050
38500;Einbýlishús;1982;209.3;2040
17500;Raðhús;1987;142.9;2040
40000;Einbýlishús;1993;200.6;2040
23000;Íbúðareign;1979;90;320
43500;Íbúðareign;1992;173;120
37900;Íbúðareign;1958;98.7;100
45000;Íbúðareign;2015;103.3;320
44000;Raðhús;1983;106.3;500
64250;Íbúðareign;2015;154.9;600
41000;Einbýlishús;1950;193.5;320
60000;Íbúðareign;1947;200.6;80
43100;Íbúðareign;1996;131.8;330
29300;Íbúðareign;1973;89.5;320
19400;Íbúðareign;1972;82.5;6030
29700;Íbúðareign;1978;137.8;600
34900;Íbúðareign;2000;119;640
29900;Íbúðareign;1972;104.7;600
66000;Einbýlishús;1966;313.2;540
52000;Raðhús;1971;225.2;600
36600;Íbúðareign;1973;144.3;600
21000;Íbúðareign;1975;58.6;160
38600;Íbúðareign;1968;142.9;320
33900;Íbúðareign;2015;79.6;550
50000;Einbýlishús;1978;168;150
31400;Íbúðareign;2001;94.1;640
29000;Íbúðareign;2015;92.1;680
34500;Íbúðareign;2003;91.2;340
56800;Íbúðareign;2015;130.9;300
41000;Einbýlishús;1968;136;300
31400;Einbýlishús;2004;151.7;2040
30700;Íbúðareign;1977;78.9;80
34400;Íbúðareign;2001;112.8;640
35700;Íbúðareign;1993;77.5;281
26500;Íbúðareign;1961;78.2;100
47500;Íbúðareign;2008;124.6;510
17800;Íbúðareign;1931;89.5;6020
29300;Raðhús;1971;151.8;6030
28500;Íbúðareign;1988;92.4;120
53250;Íbúðareign;1907;120.1;20
32000;Íbúðareign;2004;94.7;340
42500;Parhús;1988;136.7;120
26800;Íbúðareign;1979;52.9;72
33000;Íbúðareign;1984;85.8;400
25000;Íbúðareign;1975;93;150
54000;Raðhús;1982;173.1;500
25500;Íbúðareign;1967;89.2;200
36000;Íbúðareign;2015;102.9;181
32500;Íbúðareign;1978;130.7;500
32150;Íbúðareign;2002;106.4;180
28500;Íbúðareign;1948;68;80
39800;Íbúðareign;2015;104.5;600
33700;Íbúðareign;1996;106.3;330
35500;Raðhús;2007;148.8;2040
42000;Einbýlishús;1972;210.5;2050
23000;Einbýlishús;1954;125.2;2040
27600;Íbúðareign;1976;95.3;150
27600;Íbúðareign;1956;79.9;72
37500;Íbúðareign;1997;104.2;340
52500;Einbýlishús;1980;184;800
36500;Íbúðareign;1948;119.9;80
38500;Íbúðareign;1983;110.9;280
17900;Íbúðareign;1971;56.7;161
32500;Íbúðareign;1918;81.5;31
27500;Íbúðareign;1962;57.2;11
33500;Íbúðareign;2006;97.5;351
37500;Íbúðareign;2004;120.7;350
35500;Íbúðareign;2003;119.1;180
60000;Einbýlishús;2006;228.5;351
27500;Einbýlishús;1923;171.4;6020
31000;Íbúðareign;1965;163;6030
14000;Íbúðareign;1945;120.7;6020
22500;Íbúðareign;1990;106.2;6040
70000;Einbýlishús;1972;273.5;320
36990;Íbúðareign;2015;83.1;300
41500;Íbúðareign;2000;122.3;340
34500;Íbúðareign;2007;126.9;351
49600;Íbúðareign;2014;139.9;90
51700;Íbúðareign;1988;183;120
49900;Parhús;1989;182.6;700
30500;Íbúðareign;1997;80.5;650
29500;Íbúðareign;1971;125.8;600
21000;Íbúðareign;1966;65.7;200
33100;Íbúðareign;1996;95.6;330
13600;Íbúðareign;1986;84.2;2050
13400;Íbúðareign;1991;65.2;2050
128000;Íbúðareign;2015;190.8;320
110240;Íbúðareign;1905;279.7;20
75000;Íbúðareign;1978;152;20
18700;Íbúðareign;1946;99.6;6020
52000;Einbýlishús;1965;173.1;320
29000;Íbúðareign;1944;85.8;400
30000;Íbúðareign;2003;82.9;840
41850;Íbúðareign;2015;97;300
62300;Íbúðareign;2015;164.1;600
44500;Íbúðareign;2015;123.1;600
26500;Parhús;1930;160.3;6020
28300;Íbúðareign;1999;102.1;6080
24900;Íbúðareign;1998;90;6080
34000;Einbýlishús;1984;169.3;6040
25500;Íbúðareign;2000;92.7;6030
25900;Íbúðareign;1967;101.8;200
33600;Íbúðareign;1986;111.4;220
33700;Íbúðareign;2008;102.3;130
47900;Raðhús;1972;217;170
35000;Íbúðareign;2015;79.9;550
36000;Raðhús;1967;148;6030
28000;Íbúðareign;1979;73.6;320
46500;Íbúðareign;2001;110.1;100
43800;Íbúðareign;2015;145.4;351
76000;Einbýlishús;1963;354.1;80
34500;Einbýlishús;1973;96.3;600
22900;Íbúðareign;1963;89.4;680
32900;Íbúðareign;2015;80.6;550
57000;Raðhús;1986;174.9;85
26000;Íbúðareign;1973;109.5;161
38200;Íbúðareign;1983;94.8;85
44800;Íbúðareign;1997;148.6;340
62000;Raðhús;1980;297.8;220
24500;Íbúðareign;1942;97.1;72
37900;Íbúðareign;2015;113.2;550
41500;Raðhús;1981;105.5;500
23990;Íbúðareign;1967;90.2;200
28600;Íbúðareign;1950;78.6;20
28000;Íbúðareign;1978;94;500
28000;Íbúðareign;1995;83.9;130
37500;Íbúðareign;1999;129;130
25500;Íbúðareign;1928;89;90
25500;Íbúðareign;1967;101.9;200
42500;Íbúðareign;1991;137.6;650
19000;Íbúðareign;2002;70;6080
46300;Raðhús;2005;211.2;630
21900;Íbúðareign;2004;71.4;630
27700;Íbúðareign;1997;86.3;130
24900;Íbúðareign;1936;49.5;25
43500;Íbúðareign;1988;209.4;600
23500;Íbúðareign;1978;73.4;160
36000;Íbúðareign;1967;130.1;100
44000;Raðhús;1994;175.7;220
35000;Íbúðareign;2006;92.8;510
33000;Íbúðareign;1998;105;330
28000;Íbúðareign;1990;67.6;200
47500;Íbúðareign;2008;128.2;510
42500;Íbúðareign;2007;139.7;511
9400;Íbúðareign;1947;75.3;2050
39900;Einbýlishús;2005;204.4;2040
34000;Íbúðareign;2005;129.4;2050
31500;Parhús;2007;151.3;2040
23400;Íbúðareign;2007;152;2040
32000;Einbýlishús;1980;197.6;2040
14500;Íbúðareign;1974;39.5;150
29500;Íbúðareign;1979;93.2;160
40900;Íbúðareign;1998;145;140
27800;Íbúðareign;1994;83.6;130
39900;Íbúðareign;2015;97.1;300
45100;Íbúðareign;2007;151.1;350
37000;Íbúðareign;1940;76.9;25
44800;Íbúðareign;2015;144.8;351
34000;Íbúðareign;1997;116.4;330
33300;Íbúðareign;1993;117.9;130
56000;Raðhús;1999;203.2;110
32400;Íbúðareign;1960;103.1;100
89000;Íbúðareign;2015;169;300
109000;Einbýlishús;2004;302.9;520
32600;Íbúðareign;1955;113.4;500
41000;Íbúðareign;1983;100.5;85
21200;Íbúðareign;1975;58.8;160
28250;Raðhús;2003;112.3;6030
28000;Íbúðareign;1967;131.2;6030
28500;Íbúðareign;2001;102;6080
44900;Einbýlishús;1981;215.8;2050
27800;Íbúðareign;1978;90.1;150
33000;Íbúðareign;1973;97.4;280
38200;Íbúðareign;1956;110.4;100
25000;Íbúðareign;2004;76.1;700
45900;Íbúðareign;2006;160.5;270
30500;Íbúðareign;1948;81.8;100
17600;Íbúðareign;1971;57.3;161
21300;Íbúðareign;1989;44.2;72
30750;Íbúðareign;1951;83.6;80
10800;Íbúðareign;1910;18;20
27300;Íbúðareign;1963;88.6;90
25854;Íbúðareign;2012;70;160
33900;Íbúðareign;1997;107.5;130
22900;Íbúðareign;2007;119.8;2040
62000;Íbúðareign;1964;198.7;80
64000;Raðhús;1973;136.6;280
33000;Íbúðareign;1957;89.9;11
23000;Íbúðareign;1958;62.5;100
80100;Einbýlishús;1968;187;280
36970;Íbúðareign;2007;93.2;280
29500;Íbúðareign;1992;121.5;130
23100;Íbúðareign;1968;74.3;300
12680;Íbúðareign;1948;34;100
23400;Íbúðareign;1984;50.3;72
25600;Íbúðareign;1968;75.1;281
27600;Íbúðareign;1997;81.8;330
35300;Parhús;1994;134.2;6080
15000;Íbúðareign;1990;66.8;6040
27500;Íbúðareign;2007;97.4;6010
46500;Íbúðareign;1942;132.2;72
27700;Íbúðareign;1994;84.2;840
25700;Íbúðareign;1972;108.3;161
41000;Einbýlishús;2007;204;2040
10500;Íbúðareign;1982;77.5;2050
27500;Parhús;2005;151.3;2040
19700;Íbúðareign;1978;119.3;2050
26000;Raðhús;1977;170.3;2050
34500;Einbýlishús;2006;213.6;2050
24950;Íbúðareign;2009;116.8;2040
31500;Íbúðareign;1938;79.7;20
34300;Raðhús;1961;109.3;284
27500;Íbúðareign;1973;115.4;161
47000;Íbúðareign;2006;160.6;350
15618;Íbúðareign;1933;52.1;20
75000;Einbýlishús;1990;209.1;283
33000;Íbúðareign;1988;77.9;20
28500;Íbúðareign;1912;52.2;20
28200;Íbúðareign;1997;78.9;330
10000;Íbúðareign;1931;54.8;6020
11500;Íbúðareign;1961;77.5;2050
13092;Íbúðareign;1943;78.8;2040
12000;Íbúðareign;1949;74.8;2050
22500;Íbúðareign;2008;147;2040
39500;Íbúðareign;1992;90.2;280
50000;Raðhús;1976;189.9;320
21600;Íbúðareign;1979;74.6;160
18200;Íbúðareign;1947;61.6;100
46500;Íbúðareign;2007;119.9;90
23400;Íbúðareign;1979;78.1;320
46000;Íbúðareign;1964;144.9;91
68000;Raðhús;1969;247.3;280
49500;Íbúðareign;2015;112.4;320
31500;Íbúðareign;1904;80.4;20
44900;Íbúðareign;1974;191.7;150
39000;Íbúðareign;2007;142.4;351
42000;Íbúðareign;2015;124.2;600
26700;Íbúðareign;2015;70.4;600
45000;Parhús;2000;209.7;640
33000;Íbúðareign;2000;107.8;110
58900;Einbýlishús;1958;192.7;500
35900;Íbúðareign;2015;95.6;600
28300;Íbúðareign;2015;82.4;600
55250;Íbúðareign;2015;132.3;600
29700;Íbúðareign;2015;70.9;600
29000;Raðhús;1960;180.5;2050
24900;Íbúðareign;1974;97;161
15200;Íbúðareign;1977;60.6;6040
32200;Íbúðareign;2006;108.5;630
41500;Íbúðareign;2015;95.4;300
27100;Íbúðareign;1980;76.8;320
53400;Íbúðareign;1963;231.6;283
16250;Íbúðareign;1974;82;6030
21700;Íbúðareign;1973;95.5;6030
33000;Íbúðareign;1956;89.5;72
37400;Íbúðareign;2009;111.4;600
29900;Íbúðareign;2015;66.6;300
31500;Íbúðareign;2005;87.6;351
44000;Íbúðareign;1947;112.7;80
34000;Íbúðareign;1984;87.9;85
23500;Íbúðareign;1968;85.8;170
54500;Íbúðareign;2003;102.9;80
30780;Íbúðareign;2015;64.9;300
37500;Íbúðareign;2006;126.6;350
22000;Íbúðareign;1968;87.7;170
53000;Íbúðareign;2008;145;350
44300;Íbúðareign;2008;126.1;510
25000;Íbúðareign;1960;93.8;600
44300;Íbúðareign;2015;131.9;680
44000;Raðhús;1982;183.2;600
34000;Íbúðareign;1998;81.2;650
74000;Einbýlishús;1953;250.2;100
27200;Íbúðareign;1942;73.3;90
28000;Íbúðareign;1930;94.6;20
68500;Raðhús;1980;250.1;100
52500;Raðhús;1982;251.9;220
33000;Íbúðareign;1996;111.7;330
47300;Íbúðareign;2014;125.7;90
30900;Íbúðareign;1957;100.9;100
22500;Íbúðareign;1963;47.9;100
34500;Íbúðareign;1998;130.2;340
50500;Einbýlishús;1987;266.6;650
53200;Íbúðareign;2008;137.9;510
38000;Íbúðareign;2002;137.1;180
18000;Íbúðareign;1946;50.1;90
23500;Íbúðareign;1959;57.8;100
27000;Íbúðareign;1969;108.6;600
19200;Íbúðareign;1967;57.4;200
25875;Íbúðareign;1987;91.7;220
29400;Íbúðareign;1981;46.3;20
42000;Raðhús;1922;106.6;11
22500;Íbúðareign;1974;99.5;161
45900;Íbúðareign;2004;125.7;510
47500;Íbúðareign;1997;172.9;330
30000;Íbúðareign;1993;99.3;130
28000;Íbúðareign;1985;69.4;90
44000;Einbýlishús;1979;200.1;6040
13500;Íbúðareign;1945;102.2;2050
14200;Íbúðareign;1985;78.7;2040
38900;Íbúðareign;2014;98.6;340
16650;Íbúðareign;1975;57.3;6030
27700;Íbúðareign;1977;96.8;150
43000;Íbúðareign;2010;123.7;270
27200;Íbúðareign;1994;83.8;130
30200;Íbúðareign;1992;95.2;130
57900;Parhús;1998;170.6;840
37000;Íbúðareign;2004;120.7;350
78000;Íbúðareign;2015;156.7;320
20600;Íbúðareign;1970;68.4;170
24500;Íbúðareign;2003;76.2;700
56900;Íbúðareign;1930;143.6;31
55500;Raðhús;1967;181.7;500
37000;Íbúðareign;2007;123.5;630
83500;Raðhús;1982;286.5;72
26700;Íbúðareign;1946;81.6;80
55500;Parhús;2006;219;700
45000;Raðhús;2000;154.7;700
47000;Raðhús;1980;222.3;150
48000;Einbýlishús;1974;223.9;700
39000;Íbúðareign;2015;90;300
24000;Íbúðareign;1972;55.4;280
23250;Íbúðareign;1978;84;320
45000;Íbúðareign;1937;110.7;90
26800;Íbúðareign;1952;81.8;284
53000;Íbúðareign;2015;112.1;500
48500;Íbúðareign;2006;107.1;90
44500;Íbúðareign;1977;168.1;500
23200;Íbúðareign;1989;62.4;120
43300;Íbúðareign;2014;135.8;351
41000;Íbúðareign;1959;118.4;100
40000;Íbúðareign;1957;95.7;80
70500;Raðhús;1982;190.9;72
32500;Íbúðareign;2001;103.3;180
28500;Íbúðareign;1985;104;500
33800;Íbúðareign;1991;128.3;620
41000;Íbúðareign;1998;147.1;330
41200;Íbúðareign;1932;119.7;20
53400;Raðhús;1987;165.9;85
33900;Raðhús;1959;110.2;284
36200;Íbúðareign;1964;110.6;320
34600;Íbúðareign;2008;73.1;20
21000;Íbúðareign;1984;58;220
26600;Íbúðareign;2007;68;270
29200;Íbúðareign;2005;93.9;270
23500;Íbúðareign;1972;94.5;600
29000;Íbúðareign;2004;92.4;630
41000;Íbúðareign;2009;266.9;810
43600;Íbúðareign;1957;126.8;80
68500;Parhús;1979;205;400
26500;Íbúðareign;1960;90.8;300
54900;Íbúðareign;2014;141.1;550
74500;Parhús;1982;219.1;400
31900;Íbúðareign;2016;90.8;350
49000;Einbýlishús;1905;101.8;20
31500;Íbúðareign;1991;107;650
26000;Íbúðareign;1967;102.4;100
57500;Raðhús;1974;205.3;500
37500;Íbúðareign;2014;125.6;351
35000;Einbýlishús;1942;102.3;100
27800;Íbúðareign;1968;95;200
46500;Íbúðareign;2015;108.2;300
48500;Íbúðareign;2015;121.3;300
19000;Íbúðareign;1966;56.4;200
20000;Íbúðareign;1979;62.2;320
26700;Íbúðareign;2003;95;700
30700;Íbúðareign;2004;96.2;350
31000;Raðhús;1992;106.7;6080
10800;Íbúðareign;1980;69.6;2050
23700;Raðhús;1974;127.6;2050
7000;Parhús;1955;57.7;2040
51000;Raðhús;1980;219.5;150
36100;Íbúðareign;1970;86.5;280
65000;Parhús;2002;250.5;340
49800;Raðhús;1988;172.5;220
45000;Íbúðareign;2000;125.5;100
61250;Íbúðareign;2015;160.3;600
43000;Einbýlishús;1931;146.4;600
41300;Raðhús;1983;106.3;500
67900;Einbýlishús;1989;298.2;700
37500;Íbúðareign;2005;119.1;270
60000;Íbúðareign;2008;164.6;510
18200;Íbúðareign;1956;134.3;2050
7800;Íbúðareign;1949;46.8;2050
58200;Raðhús;1968;195.1;280
24000;Íbúðareign;1979;90;320
23200;Íbúðareign;1966;89.7;600
29900;Raðhús;1985;115.7;600
39900;Íbúðareign;2016;116.4;350
41900;Íbúðareign;2016;121.7;350
41900;Íbúðareign;2016;128;350
26100;Íbúðareign;1979;90;320
27200;Íbúðareign;1949;63.2;90
25000;Íbúðareign;1978;87;320
59900;Raðhús;1993;288;200
41500;Íbúðareign;1987;103.3;400
24000;Íbúðareign;1974;97.9;161
33900;Íbúðareign;1958;105.9;80
38000;Raðhús;2006;171.7;2040
39000;Einbýlishús;1983;185;2050
30200;Íbúðareign;2006;87.4;351
34000;Íbúðareign;1990;96.5;500
51000;Raðhús;1962;212.6;100
50950;Raðhús;1998;175.8;330
37800;Íbúðareign;1951;110.3;284
9350;Íbúðareign;1948;68.1;2050
28940;Íbúðareign;2015;65.6;300
79000;Einbýlishús;1975;231;320
49900;Raðhús;2004;139.8;840
42500;Raðhús;2002;143.6;520
41500;Íbúðareign;2000;102.6;90
44800;Íbúðareign;2015;147.1;181
21600;Parhús;2007;156.2;2040
20000;Einbýlishús;2008;204.4;2040
28000;Íbúðareign;1968;100.1;170
33000;Íbúðareign;1965;96.8;100
29300;Íbúðareign;1960;84.5;100
39800;Íbúðareign;2001;110.4;340
26400;Íbúðareign;2006;92.2;630
23700;Íbúðareign;1937;51.5;90
25800;Íbúðareign;1972;55.6;280
16150;Íbúðareign;1939;46.3;20
190000;Einbýlishús;1929;362.4;31
